player_id,name,position,shoots,height_cm,weight_kg,college,draft_year,nba_debut,experience_years,is_active,birth_date,birth_place
harrito02,Tobias Harris,Power Forward and Small Forward,Right,203,102,Tennessee,2011.0,"January 7, 2012",15,True,1992-07-15,New York
hieldbu01,Buddy Hield,Shooting Guard and Small Forward,Right,193,99,Oklahoma,2016.0,"October 26, 2016",10,True,1992-12-17,Bahamas
siakapa01,Pascal Siakam,Power Forward,Right,203,111,New Mexico State,2016.0,"October 26, 2016",10,True,1994-04-02,Cameroon
sextoco01,Collin Sexton,Shooting Guard and Point Guard,Right,190,86,Alabama,2018.0,"October 17, 2018",8,True,1999-01-04,Georgia
gilgesh01,Shai Gilgeous-Alexander,Point Guard and Shooting Guard,Right,198,88,Kentucky,2018.0,"October 17, 2018",8,True,1998-07-12,Ontario
warretj01,T.J. Warren,Small Forward and Power Forward,Right,203,99,NC State,2014.0,"November 9, 2014",9,False,1993-09-05,North Carolina
dinwisp01,Spencer Dinwiddie,Point Guard and Shooting Guard,Right,196,97,Colorado,2014.0,"October 29, 2014",11,True,1993-04-06,California
middlkh01,Khris Middleton,Small Forward and Shooting Guard,Right,201,100,Texas A&M,2012.0,"November 10, 2012",14,True,1991-08-12,South Carolina
bogdabo02,Bojan BogdanoviÄ,Small Forward and Power Forward,Right,201,102,,2011.0,"October 29, 2014",10,False,1989-04-18,Bosnia and Herzegovina
randlju01,Julius Randle,Power Forward and Center,Left,206,113,Kentucky,2014.0,"October 28, 2014",12,True,1994-11-29,Texas
paulch01,Chris Paul,Point Guard,Right,183,79,Wake Forest,2005.0,"November 1, 2005",21,False,1985-05-06,North Carolina
schrode01,Dennis SchrÃ¶der,Point Guard and Shooting Guard,Right,185,79,,2013.0,"October 30, 2013",13,True,1993-09-15,Germany
fournev01,Evan Fournier,Shooting Guard and Small Forward,Right,198,92,,2012.0,"October 31, 2012",12,False,1992-10-29,France
vucevni01,Nikola VuÄeviÄ,Center,Right,206,117,USC,2011.0,"December 28, 2011",15,True,1990-10-24,Switzerland
moranja01,Ja Morant,Point Guard,Right,188,78,Murray State,2019.0,"October 23, 2019",7,True,1999-08-10,South Carolina
willilo02,Lou Williams,Point Guard and Shooting Guard,Right,188,79,,2005.0,"November 2, 2005",17,False,1986-10-27,Tennessee
brookdi01,Dillon Brooks,Small Forward and Shooting Guard,Right,201,102,Oregon,2017.0,"October 18, 2017",9,True,1996-01-22,Ontario
wiggian01,Andrew Wiggins,Small Forward and Power Forward,Right,198,89,Kansas,2014.0,"October 29, 2014",12,True,1995-02-23,Ontario
harremo01,Montrezl Harrell,Center and Power Forward,Right,201,108,Louisville,2015.0,"October 28, 2015",8,False,1994-01-26,North Carolina
embiijo01,Joel Embiid,Center,Right,213,127,Kansas,2014.0,"October 26, 2016",10,True,1994-03-16,Cameroon
holidjr01,Jrue Holiday,Point Guard and Shooting Guard,Right,193,99,UCLA,2009.0,"October 30, 2009",17,True,1990-06-12,California
porzikr01,Kristaps PorziÅÄ£is,Center and Power Forward,Right,218,108,,2015.0,"October 28, 2015",10,True,1995-08-02,Latvia
gallida01,Danilo Gallinari,"Small Forward, Power Forward, and Shooting Guard",Right,208,107,,2008.0,"October 29, 2008",14,False,1988-08-08,Italy
brownja02,Jaylen Brown,Small Forward and Shooting Guard,Right,198,101,California,2016.0,"October 26, 2016",10,True,1996-10-24,Georgia
butleji01,Jimmy Butler,"Small Forward, Shooting Guard, and Power Forward",Right,198,104,,2011.0,"January 1, 2012",15,True,1989-09-14,Texas
sabondo01,Domantas Sabonis,Center and Power Forward,Left,208,108,Gonzaga,2016.0,"October 26, 2016",10,True,1996-05-03,Oregon
adebaba01,Bam Adebayo,Center and Power Forward,Right,206,115,Kentucky,2017.0,"October 18, 2017",9,True,1997-07-18,New Jersey
grahade01,Devonte' Graham,Point Guard,Right,185,88,Kansas,2018.0,"October 22, 2018",6,True,1995-02-22,North Carolina
walkeke02,Kemba Walker,Point Guard,Right,183,83,UConn,2011.0,"December 26, 2011",12,False,1990-05-08,New York
roziete01,Terry Rozier,Point Guard and Shooting Guard,Right,185,86,Louisville,2015.0,"October 28, 2015",10,True,1994-03-17,Ohio
lowryky01,Kyle Lowry,Point Guard,Right,183,88,Villanova,2006.0,"November 1, 2006",20,True,1986-03-25,Pennsylvania
hardati02,Tim Hardaway Jr.,Shooting Guard and Small Forward,Right,196,92,Michigan,2013.0,"October 30, 2013",13,True,1992-03-16,California
murraja01,Jamal Murray,Point Guard and Shooting Guard,Right,193,97,Kentucky,2016.0,"October 26, 2016",9,True,1997-02-23,Ontario
clarkjo01,Jordan Clarkson,Shooting Guard and Point Guard,Right,196,87,,2014.0,"October 28, 2014",12,True,1992-06-07,Florida
foxde01,De'Aaron Fox,Point Guard,Left,190,83,Kentucky,2017.0,"October 18, 2017",9,True,1997-12-20,Louisiana
barneha02,Harrison Barnes,Power Forward and Small Forward,Right,201,102,UNC,2012.0,"October 31, 2012",14,True,1992-05-30,Iowa
oubreke01,Kelly Oubre Jr.,Small Forward,Left,203,92,Kansas,2015.0,"October 30, 2015",11,True,1995-12-09,Louisiana
valanjo01,Jonas ValanÄiÅ«nas,Center,Right,211,120,,2011.0,"October 31, 2012",14,True,1992-05-06,Lithuania
whiteha01,Hassan Whiteside,Center,Right,213,120,Marshall,2010.0,"October 27, 2010",10,False,1989-06-13,North Carolina
russeda01,D'Angelo Russell,Point Guard,Left,190,87,Ohio State,2015.0,"October 28, 2015",11,True,1996-02-23,Kentucky
georgpa01,Paul George,"Small Forward, Power Forward, and Shooting Guard",Right,203,99,Fresno State,2010.0,"October 27, 2010",16,True,1990-05-02,California
morrima03,Marcus Morris,Power Forward and Small Forward,Right,203,98,Kansas,2011.0,"December 26, 2011",13,False,1989-09-02,Pennsylvania
goberru01,Rudy Gobert,Center,Right,216,117,,2013.0,"October 30, 2013",13,True,1992-06-26,France
nunnke01,Kendrick Nunn,Shooting Guard and Point Guard,Left,190,86,,,"October 23, 2019",3,False,1995-08-03,Illinois
rosste01,Terrence Ross,Shooting Guard and Small Forward,Right,198,93,Washington,2012.0,"October 31, 2012",11,False,1991-02-05,Oregon
drumman01,Andre Drummond,Center,Right,211,126,UConn,2012.0,"October 31, 2012",14,True,1993-08-10,New York
aldrila01,LaMarcus Aldridge,Power Forward and Center,Right,211,113,Texas,2006.0,"November 12, 2006",16,False,1985-07-19,Texas
harrijo01,Joe Harris,Shooting Guard and Small Forward,Right,198,99,Virginia,2014.0,"October 31, 2014",10,False,1991-09-06,Washington
burksal01,Alec Burks,Shooting Guard and Small Forward,Right,196,97,Colorado,2011.0,"December 27, 2011",14,False,1991-07-20,Missouri
jacksja02,Jaren Jackson Jr.,Center and Power Forward,Right,208,109,Michigan State,2018.0,"October 17, 2018",8,True,1999-09-15,New Jersey
loveke01,Kevin Love,Power Forward and Center,Right,208,113,UCLA,2008.0,"October 29, 2008",18,True,1988-09-07,California
robindu01,Duncan Robinson,Small Forward and Shooting Guard,Right,201,97,,,"October 24, 2018",8,True,1994-04-22,Maine
dragigo01,Goran DragiÄ,Point Guard and Shooting Guard,Left,193,86,,2008.0,"October 29, 2008",15,False,1986-05-06,Slovenia
vanvlfr01,Fred VanVleet,Point Guard and Shooting Guard,Right,183,89,Wichita State,,"November 9, 2016",9,True,1994-02-25,Illinois
simmobe01,Ben Simmons,Point Guard,Left,208,108,LSU,2016.0,"October 18, 2017",7,False,1996-07-20,Australia
townska01,Karl-Anthony Towns,Center and Power Forward,Right,213,112,Kentucky,2015.0,"October 28, 2015",11,True,1995-11-15,New Jersey
bogdabo01,Bogdan BogdanoviÄ,Shooting Guard,Right,196,102,,2014.0,"October 23, 2017",9,True,1992-08-18,Serbia
redicjj01,JJ Redick,Shooting Guard and Point Guard,Right,190,90,Duke,2006.0,"November 25, 2006",15,False,1984-06-24,Tennessee
bledser01,Eric Bledsoe,Point Guard and Shooting Guard,Right,185,97,Kentucky,2010.0,"October 27, 2010",12,False,1989-12-09,Alabama
haywago01,Gordon Hayward,Small Forward and Power Forward,Right,201,102,Butler,2010.0,"October 27, 2010",14,False,1990-03-23,Indiana
rosede01,Derrick Rose,Point Guard,Right,190,90,Memphis,2008.0,"October 28, 2008",15,False,1988-10-04,Illinois
anthoca01,Carmelo Anthony,Small Forward and Power Forward,Right,201,107,Syracuse,2003.0,"October 29, 2003",19,False,1984-05-29,New York
gordoaa01,Aaron Gordon,Power Forward and Small Forward,Right,203,106,Arizona,2014.0,"October 28, 2014",12,True,1995-09-16,California
brogdma01,Malcolm Brogdon,Point Guard and Shooting Guard,Right,193,103,Virginia,2016.0,"October 26, 2016",9,False,1992-12-11,Georgia
collijo01,John Collins,Power Forward,Right,206,102,Wake Forest,2017.0,"October 18, 2017",9,True,1997-09-23,Utah
bartowi01,Will Barton,Shooting Guard and Small Forward,Right,196,82,Memphis,2012.0,"November 2, 2012",11,False,1991-01-06,Maryland
fultzma01,Markelle Fultz,Point Guard and Shooting Guard,Right,193,94,Washington,2017.0,"October 18, 2017",9,True,1998-05-29,Maryland
covinro01,Robert Covington,"Small Forward, Power Forward, and Center",Right,201,94,Tennessee State,,"January 18, 2014",11,False,1990-12-14,Illinois
whiteco01,Coby White,Shooting Guard and Point Guard,Right,193,88,UNC,2019.0,"October 23, 2019",7,True,2000-02-16,North Carolina
grantje01,Jerami Grant,Power Forward and Small Forward,Right,201,96,Syracuse,2014.0,"November 29, 2014",12,True,1994-03-12,Oregon
rubiori01,Ricky Rubio,Point Guard,Right,188,86,,2009.0,"December 26, 2011",12,False,1990-10-21,Spain
ibakase01,Serge Ibaka,Power Forward and Center,Right,211,106,,2008.0,"October 30, 2009",14,False,1989-09-18,Republic of the Congo
bridgmi02,Miles Bridges,Small Forward and Power Forward,Left,201,102,Michigan State,2018.0,"October 17, 2018",7,True,1998-03-21,Michigan
leverca01,Caris LeVert,Shooting Guard and Small Forward,Right,201,92,Michigan,2016.0,"December 7, 2016",10,True,1994-08-25,Ohio
pascher01,Eric Paschall,Power Forward,Right,198,115,,2019.0,"October 24, 2019",3,True,1996-11-04,New York
bertada01,DÄvis BertÄns,Power Forward,Right,208,102,,2011.0,"October 25, 2016",8,False,1992-11-12,Latvia
bjeline01,Nemanja Bjelica,Power Forward and Center,Right,208,106,,2010.0,"October 28, 2015",7,False,1988-05-09,Serbia
powelno01,Norman Powell,Shooting Guard and Small Forward,Right,190,97,UCLA,2015.0,"November 1, 2015",11,True,1993-05-25,California
lopezbr01,Brook Lopez,Center,Right,216,127,Stanford,2008.0,"October 29, 2008",18,True,1988-04-01,California
woodch01,Christian Wood,Power Forward and Center,Right,203,97,UNLV,,"October 28, 2015",8,False,1995-09-27,California
barrerj01,RJ Barrett,Shooting Guard and Small Forward,Left,198,97,Duke,2019.0,"October 23, 2019",7,True,2000-06-14,Ontario
horfoal01,Al Horford,Center,Right,203,108,Florida,2007.0,"November 2, 2007",19,True,1986-06-03,Dominican Republic
curryse01,Seth Curry,Shooting Guard and Point Guard,Right,185,83,,,"January 5, 2014",12,True,1990-08-23,North Carolina
kuzmaky01,Kyle Kuzma,Power Forward and Small Forward,Right,203,100,Utah,2017.0,"October 19, 2017",9,True,1995-07-24,Michigan
huntede01,De'Andre Hunter,Small Forward,Right,201,100,Virginia,2019.0,"October 24, 2019",7,True,1997-12-02,Pennsylvania
smartma01,Marcus Smart,Point Guard and Shooting Guard,Right,190,99,Oklahoma State,2014.0,"October 29, 2014",12,True,1994-03-06,Texas
allenja01,Jarrett Allen,Center,Right,206,110,Texas,2017.0,"October 20, 2017",9,True,1998-04-21,California
princta02,Taurean Prince,Power Forward and Small Forward,Right,198,98,Baylor,2016.0,"October 27, 2016",10,True,1994-03-22,Texas
millspa02,Patty Mills,Point Guard and Shooting Guard,Right,188,81,Saint Mary's,2009.0,"January 4, 2010",16,False,1988-08-11,Australia
whitede01,Derrick White,Shooting Guard and Point Guard,Right,193,86,,2017.0,"October 18, 2017",9,True,1994-07-02,Colorado
richajo01,Josh Richardson,Shooting Guard and Small Forward,Right,196,90,Tennessee,2015.0,"November 5, 2015",10,False,1993-09-15,Oklahoma
turnemy01,Myles Turner,Center,Right,211,113,Texas,2015.0,"October 29, 2015",11,True,1996-03-24,Texas
balllo01,Lonzo Ball,Point Guard,Right,196,86,UCLA,2017.0,"October 19, 2017",7,True,1997-10-27,California
herroty01,Tyler Herro,Shooting Guard,Right,196,88,Kentucky,2019.0,"October 23, 2019",7,True,2000-01-20,Wisconsin
smithis01,Ish Smith,Point Guard,Right,183,79,Wake Forest,,"October 26, 2010",14,False,1988-07-05,North Carolina
markkla01,Lauri Markkanen,Power Forward and Small Forward,Right,216,108,Arizona,2017.0,"October 19, 2017",9,True,1997-05-22,Finland
anunoog01,OG Anunoby,Small Forward and Power Forward,Right,201,108,Indiana,2017.0,"October 19, 2017",9,True,1997-07-17,United Kingdom
garlada01,Darius Garland,Point Guard and Shooting Guard,Right,185,87,Vanderbilt,2019.0,"October 23, 2019",7,True,2000-01-26,Indiana
robingl02,Glenn Robinson III,Small Forward and Shooting Guard,Right,198,100,Michigan,2014.0,"November 14, 2014",7,False,1994-01-08,Indiana
gayru01,Rudy Gay,Small Forward and Power Forward,Right,203,113,UConn,2006.0,"November 1, 2006",17,False,1986-08-17,New York
murrade01,Dejounte Murray,Point Guard and Shooting Guard,Right,193,81,Washington,2016.0,"October 29, 2016",9,True,1996-09-19,Washington
osmande01,Cedi Osman,Small Forward,Right,201,104,,2015.0,"October 20, 2017",7,False,1995-04-08,North Macedonia
browntr01,Troy Brown Jr.,Small Forward,Right,201,97,Oregon,2018.0,"October 24, 2018",6,True,1999-07-28,Nevada
mclembe01,Ben McLemore,Shooting Guard and Small Forward,Right,190,88,Kansas,2013.0,"October 30, 2013",9,False,1993-02-11,Missouri
mcderdo01,Doug McDermott,Small Forward and Power Forward,Right,201,102,Creighton,2014.0,"October 29, 2014",12,True,1992-01-03,North Dakota
washipj01,P.J. Washington,Power Forward and Center,Right,201,104,Kentucky,2019.0,"October 23, 2019",7,True,1998-08-23,Kentucky
forbebr01,Bryn Forbes,Shooting Guard,Right,188,92,Michigan State,,"October 25, 2016",7,False,1993-07-23,Michigan
inglejo01,Joe Ingles,Small Forward and Power Forward,Left,203,99,,,"October 29, 2014",12,True,1987-10-02,Australia
korkmfu01,Furkan Korkmaz,Shooting Guard,Right,201,91,,2016.0,"November 11, 2017",7,False,1997-07-24,Turkey
saricda01,Dario Å ariÄ,Center and Power Forward,Right,208,102,,2014.0,"October 26, 2016",9,True,1994-04-08,Croatia
clarkbr01,Brandon Clarke,Power Forward,Right,203,97,,2019.0,"October 23, 2019",7,True,1996-09-19,British Columbia
aytonde01,Deandre Ayton,Center,Right,213,114,Arizona,2018.0,"October 17, 2018",8,True,1998-07-23,Bahamas
adamsst01,Steven Adams,Center,Right,211,120,Pitt,2013.0,"October 30, 2013",12,True,1993-07-20,New Zealand
huertke01,Kevin Huerter,Shooting Guard and Small Forward,Right,198,89,Maryland,2018.0,"October 17, 2018",8,True,1998-08-27,New York
thomptr01,Tristan Thompson,Center and Power Forward,Left,206,115,Texas,2011.0,"December 26, 2011",14,False,1991-03-13,Ontario
crowdja01,Jae Crowder,Small Forward and Power Forward,Right,198,106,Marquette,2012.0,"October 30, 2012",13,False,1990-07-06,Georgia
finnedo01,Dorian Finney-Smith,Power Forward and Small Forward,Right,201,99,Florida,,"October 26, 2016",10,True,1993-05-04,Virginia
gallola01,Langston Galloway,Shooting Guard and Point Guard,Right,185,90,Saint Joseph's,,"January 7, 2015",8,False,1991-12-09,Louisiana
conlemi01,Mike Conley,Point Guard,Left,185,79,Ohio State,2007.0,"November 7, 2007",19,True,1987-10-11,Arkansas
klebima01,Maxi Kleber,Power Forward and Center,Right,208,108,,,"October 21, 2017",9,True,1992-01-29,Germany
portibo01,Bobby Portis,Power Forward and Center,Right,206,113,Arkansas,2015.0,"November 3, 2015",11,True,1995-02-10,Arkansas
bridgmi01,Mikal Bridges,Small Forward and Shooting Guard,Right,198,94,Villanova,2018.0,"October 17, 2018",8,True,1996-08-30,Pennsylvania
houseda01,Danuel House Jr.,Small Forward and Shooting Guard,Right,198,99,Texas A&M,,"November 11, 2016",8,False,1993-06-07,Texas
morrimo01,Monte Morris,Point Guard,Right,188,83,Iowa State,2017.0,"December 12, 2017",9,True,1995-06-27,Michigan
youngth01,Thaddeus Young,Power Forward,Left,203,102,Georgia Tech,2007.0,"November 7, 2007",17,False,1988-06-21,Louisiana
hartjo01,Josh Hart,Small Forward and Shooting Guard,Right,196,97,Villanova,2017.0,"October 20, 2017",9,True,1995-03-06,Maryland
hachiru01,Rui Hachimura,Power Forward,Right,203,104,Gonzaga,2019.0,"October 23, 2019",7,True,1998-02-08,Japan
caldwke01,Kentavious Caldwell-Pope,Shooting Guard,Right,196,92,Georgia,2013.0,"October 30, 2013",13,True,1993-02-18,Georgia
satorto01,TomÃ¡Å¡ SatoranskÃ½,"Shooting Guard, Point Guard, and Small Forward",Right,201,95,,2012.0,"October 27, 2016",6,False,1991-10-30,Czechia
zelleco01,Cody Zeller,Center,Right,211,108,Indiana,2013.0,"October 30, 2013",11,False,1992-10-05,Indiana
templga01,Garrett Temple,"Shooting Guard, Small Forward, and Point Guard",Right,196,88,LSU,,"February 9, 2010",16,True,1986-05-08,Louisiana
teaguje01,Jeff Teague,Point Guard,Right,190,88,Wake Forest,2009.0,"October 28, 2009",12,False,1988-06-10,Indiana
holidaa01,Aaron Holiday,Point Guard,Right,183,83,UCLA,2018.0,"October 17, 2018",8,True,1996-09-30,Louisiana
leeda03,Damion Lee,Shooting Guard,Right,198,95,,,"March 13, 2018",7,False,1992-10-21,Maryland
beaslma01,Malik Beasley,Shooting Guard,Right,193,84,Florida State,2016.0,"November 5, 2016",9,False,1996-11-26,Georgia
divindo01,Donte DiVincenzo,Shooting Guard,Right,193,92,Villanova,2018.0,"October 17, 2018",8,True,1997-01-31,Delaware
reddica01,Cam Reddish,Small Forward,Right,201,104,Duke,2019.0,"October 24, 2019",6,True,1999-09-01,Pennsylvania
bryanth01,Thomas Bryant,Center,Right,206,112,Indiana,2017.0,"December 23, 2017",9,True,1997-07-31,New York
holidju01,Justin Holiday,Shooting Guard and Small Forward,Right,198,81,Washington,,"April 3, 2013",11,False,1989-04-05,California
theisda01,Daniel Theis,Center,Right,203,111,,,"October 18, 2017",8,False,1992-04-04,Germany
augusdj01,D.J. Augustin,Point Guard,Right,180,83,Texas,2008.0,"October 30, 2008",14,False,1987-11-10,Louisiana
bazemke01,Kent Bazemore,Shooting Guard and Small Forward,Left,193,88,Old Dominion,,"November 9, 2012",10,False,1989-07-01,North Carolina
riverau01,Austin Rivers,Shooting Guard and Point Guard,Right,193,90,Duke,2012.0,"October 31, 2012",11,False,1992-08-01,California
zubaciv01,Ivica Zubac,Center,Right,213,108,,2016.0,"November 2, 2016",10,True,1997-03-18,Bosnia and Herzegovina
millspa01,Paul Millsap,Power Forward and Center,Right,201,116,Louisiana Tech,2006.0,"November 1, 2006",16,False,1985-02-10,Louisiana
robinmi01,Mitchell Robinson,Center,Right,213,108,Western Kentucky,2018.0,"October 17, 2018",8,True,1998-04-01,Florida
harriga01,Gary Harris,Shooting Guard,Right,193,95,Michigan State,2014.0,"November 14, 2014",12,True,1994-09-14,Indiana
culveja01,Jarrett Culver,Shooting Guard and Small Forward,Right,198,88,Texas Tech,2019.0,"October 23, 2019",4,True,1999-02-20,Texas
simonan01,Anfernee Simons,Shooting Guard,Right,190,90,,2018.0,"October 30, 2018",8,True,1999-06-08,Florida
napiesh01,Shabazz Napier,Point Guard,Right,183,79,UConn,2014.0,"October 29, 2014",6,False,1991-07-14,Massachusetts
lambje01,Jeremy Lamb,Shooting Guard and Small Forward,Right,196,81,UConn,2012.0,"November 2, 2012",10,False,1992-05-30,Virginia
monkma01,Malik Monk,Shooting Guard,Right,190,90,Kentucky,2017.0,"October 18, 2017",9,True,1998-02-04,Arkansas
nancela02,Larry Nance Jr.,Power Forward and Center,Right,198,111,Wyoming,2015.0,"November 6, 2015",11,True,1993-01-01,Ohio
morrima02,Markieff Morris,Power Forward,Right,206,111,Kansas,2011.0,"December 26, 2011",14,False,1989-09-02,Pennsylvania
hillge01,George Hill,Point Guard and Shooting Guard,Right,193,85,IUPUI,2008.0,"November 4, 2008",15,False,1986-05-04,Indiana
olynyke01,Kelly Olynyk,Center and Power Forward,Right,213,108,Gonzaga,2013.0,"October 30, 2013",13,True,1991-04-19,Ontario
chrisma01,Marquese Chriss,Power Forward,Right,206,108,Washington,2016.0,"October 26, 2016",6,False,1997-07-02,California
irvinky01,Kyrie Irving,Point Guard and Shooting Guard,Right,188,88,Duke,2011.0,"December 26, 2011",14,True,1992-03-23,Australia
greenda02,Danny Green,Shooting Guard and Small Forward,Right,198,97,UNC,2009.0,"November 12, 2009",15,False,1987-06-22,New York
capelca01,Clint Capela,Center,Right,208,116,,2014.0,"November 6, 2014",12,True,1994-05-18,Switzerland
daviste02,Terence Davis,Shooting Guard,Right,193,91,Ole Miss,,"October 22, 2019",5,True,1997-05-16,Mississippi
trentga02,Gary Trent Jr.,Shooting Guard and Small Forward,Right,196,92,Duke,2018.0,"November 4, 2018",8,True,1999-01-18,Ohio
willizi01,Zion Williamson,Power Forward,Left,198,128,Duke,2019.0,"January 22, 2020",6,True,2000-07-06,North Carolina
holmeri01,Richaun Holmes,Center and Power Forward,Right,206,106,Bowling Green,2015.0,"October 28, 2015",10,False,1993-10-15,Illinois
okogijo01,Josh Okogie,Shooting Guard,Right,193,96,Georgia Tech,2018.0,"October 20, 2018",8,True,1998-09-01,Nigeria
parkeja01,Jabari Parker,Power Forward,Right,201,111,Duke,2014.0,"October 29, 2014",8,False,1995-03-15,Illinois
gordoer01,Eric Gordon,Shooting Guard and Small Forward,Right,190,97,Indiana,2008.0,"October 29, 2008",18,True,1988-12-25,Indiana
brownbr01,Bruce Brown,"Point Guard, Small Forward, and Shooting Guard",Right,193,91,Miami (FL),2018.0,"October 17, 2018",8,True,1996-08-15,Massachusetts
howardw01,Dwight Howard,Center and Power Forward,Right,208,120,,2004.0,"November 3, 2004",18,False,1985-12-08,Georgia
portemi01,Michael Porter Jr.,Small Forward,Right,208,98,Missouri,2018.0,"October 31, 2019",7,True,1998-06-29,Indiana
johnsca02,Cameron Johnson,Power Forward and Small Forward,Right,203,95,,2019.0,"October 26, 2019",7,True,1996-03-03,Pennsylvania
mykhasv01,Svi Mykhailiuk,Small Forward,Right,201,92,Kansas,2018.0,"October 22, 2018",8,True,1997-06-10,Ukraine
wrighde01,Delon Wright,Point Guard and Shooting Guard,Right,193,83,Utah,2015.0,"November 1, 2015",10,True,1992-04-26,California
poolejo01,Jordan Poole,Shooting Guard and Point Guard,Right,193,87,Michigan,2019.0,"October 24, 2019",7,True,1999-06-19,Wisconsin
jonesde02,Derrick Jones Jr.,Small Forward and Power Forward,Left,198,95,UNLV,,"November 19, 2016",10,True,1997-02-15,Pennsylvania
tuckepj01,P.J. Tucker,"Small Forward, Power Forward, and Shooting Guard",Right,196,111,Texas,2006.0,"November 1, 2006",14,False,1985-05-05,North Carolina
porteke02,Kevin Porter Jr.,"Shooting Guard, Point Guard, and Small Forward",Left,196,92,USC,2019.0,"October 23, 2019",6,True,2000-05-04,Washington
matthwe02,Wesley Matthews,Shooting Guard and Small Forward,Right,196,99,Marquette,,"October 28, 2009",15,False,1986-10-14,Texas
shamela01,Landry Shamet,Shooting Guard,Right,196,86,Wichita State,2018.0,"October 16, 2018",8,True,1997-03-13,Missouri
thomais02,Isaiah Thomas,Point Guard and Shooting Guard,Left,175,83,Washington,2011.0,"December 26, 2011",12,False,1989-02-07,Washington
wanambr01,Brad Wanamaker,Point Guard,Right,190,95,Pitt,,"October 16, 2018",4,False,1989-07-25,Pennsylvania
cartewe01,Wendell Carter Jr.,Center and Power Forward,Right,208,122,Duke,2018.0,"October 18, 2018",8,True,1999-04-16,Georgia
jonesty01,Tyus Jones,Point Guard,Right,183,88,Duke,2015.0,"November 10, 2015",11,True,1996-05-10,Minnesota
baynear01,Aron Baynes,Center,Right,208,117,Washington State,,"January 25, 2013",9,False,1986-12-09,New Zealand
snellto01,Tony Snell,Shooting Guard and Small Forward,Right,198,96,New Mexico,2013.0,"October 29, 2013",9,False,1991-11-10,California
hayesja02,Jaxson Hayes,Center,Right,213,99,Texas,2019.0,"October 28, 2019",7,True,2000-05-23,Oklahoma
kanteen01,Enes Freedom,Center,Right,208,113,Kentucky,2011.0,"December 27, 2011",11,False,1992-05-20,Switzerland
brunsja01,Jalen Brunson,Point Guard and Shooting Guard,Left,188,86,Villanova,2018.0,"October 17, 2018",8,True,1996-08-31,New Jersey
mooreet01,E'Twaun Moore,Shooting Guard and Point Guard,Right,190,86,Purdue,2011.0,"December 25, 2011",10,False,1989-02-25,Indiana
jordade01,DeAndre Jordan,Center,Left,211,120,Texas A&M,2008.0,"November 1, 2008",18,True,1988-07-21,Texas
mccontj01,T.J. McConnell,Point Guard,Right,185,86,,,"October 28, 2015",11,True,1992-03-25,Pennsylvania
dienggo01,Gorgui Dieng,Center and Power Forward,Right,208,114,Louisville,2013.0,"November 1, 2013",10,False,1990-01-18,Senegal
favorde01,Derrick Favors,Power Forward and Center,Right,206,120,Georgia Tech,2010.0,"October 27, 2010",12,False,1991-07-15,Georgia
josepco01,Cory Joseph,Point Guard and Shooting Guard,Right,188,90,Texas,2011.0,"December 26, 2011",14,False,1991-08-20,Ontario
meltode01,De'Anthony Melton,Point Guard and Shooting Guard,Right,188,90,USC,2018.0,"October 22, 2018",8,True,1998-05-28,California
ennisja01,James Ennis III,Small Forward and Shooting Guard,Right,198,97,Cal State Long Beach,2013.0,"October 29, 2014",8,False,1990-07-01,California
greenje02,Jeff Green,"Power Forward, Small Forward, and Center",Right,203,106,Georgetown,2007.0,"October 31, 2007",18,True,1986-08-28,Maryland
onealro01,Royce O'Neale,Small Forward,Right,198,102,,,"October 21, 2017",9,True,1993-06-05,Texas
noelne01,Nerlens Noel,Center and Power Forward,Right,208,99,Kentucky,2013.0,"October 29, 2014",9,False,1994-04-10,Massachusetts
paytoel01,Elfrid Payton,Point Guard,Right,190,88,Louisiana,2014.0,"October 28, 2014",9,True,1994-02-22,Louisiana
mcgeeja01,JaVale McGee,Center,Right,213,122,Nevada,2008.0,"October 29, 2008",16,False,1988-01-19,Michigan
kennalu01,Luke Kennard,Shooting Guard,Left,196,93,Duke,2017.0,"October 20, 2017",9,True,1996-06-24,Ohio
lenal01,Alex Len,Center,Right,213,113,Maryland,2013.0,"October 30, 2013",12,True,1993-06-16,Ukraine
plumlma01,Mason Plumlee,Center,Right,213,115,Duke,2013.0,"November 3, 2013",13,True,1990-03-05,Indiana
greenja01,JaMychal Green,Power Forward,Right,206,102,Alabama,,"January 18, 2015",9,False,1990-06-21,Alabama
mcraejo01,Jordan McRae,Shooting Guard and Point Guard,Right,196,81,Tennessee,2014.0,"January 29, 2016",4,False,1991-03-28,Georgia
bradlav01,Avery Bradley,Shooting Guard and Point Guard,Right,190,81,Texas,2010.0,"November 22, 2010",12,False,1990-11-26,Washington
arizatr01,Trevor Ariza,Small Forward and Shooting Guard,Right,203,97,UCLA,2004.0,"November 3, 2004",18,False,1985-06-30,Florida
knoxke01,Kevin Knox,Small Forward and Power Forward,Right,203,97,Kentucky,2018.0,"October 17, 2018",7,True,1999-08-11,Arizona
holliro01,Rondae Hollis-Jefferson,Small Forward and Power Forward,Left,198,98,Arizona,2015.0,"October 28, 2015",6,False,1995-01-03,Pennsylvania
ilyaser01,Ersan Ä°lyasova,Power Forward,Right,206,106,,2005.0,"November 1, 2006",13,False,1987-05-15,Turkey
