team_id,season,lg_id,team_name,wins,losses,win_loss_pct,rank_team,srs,DUMMY,pace,pace_rel,off_rtg,off_rtg_rel,def_rtg,def_rtg_rel,rank_team_playoffs,coaches,top_ws
DET,2019-20,NBA,Detroit Pistons,20,46,.303,4th of 5,-4.38,,97.6,-2.7,109.0,-1.6,112.7,2.1,,D. Casey(20-46),C. Wood(5.1)
GSW,2025-26,NBA,Golden State Warriors,37,45,.451,4th of 5,-0.34,,99.0,-0.4,115.0,-0.8,115.6,-0.2,,S. Kerr(37-45),J. Butler(5.7)
GSW,2024-25,NBA,Golden State Warriors*,48,34,.585,3rd of 5,3.56,,98.7,-0.1,115.0,0.5,111.7,-2.8,Lost W. Conf. Semis,S. Kerr(48-34),S. Curry(7.9)
GSW,2023-24,NBA,Golden State Warriors,46,36,.561,5th of 5,2.77,,99.2,0.7,117.8,2.5,115.2,-0.1,,S. Kerr(46-36),S. Curry(7.2)
GSW,2022-23,NBA,Golden State Warriors*,44,38,.537,4th of 5,1.66,,101.6,2.5,116.1,1.3,114.4,-0.4,Lost W. Conf. Semis,S. Kerr(44-38),K. Looney(8.7)
GSW,2021-22,NBA,Golden State Warriors*,53,29,.646,2nd of 5,5.52,,98.4,0.2,112.5,0.5,106.9,-5.1,Won Finals,S. Kerr(53-29),S. Curry(8.0)
GSW,2020-21,NBA,Golden State Warriors,39,33,.542,4th of 5,1.10,,102.2,3.0,111.1,-1.2,110.1,-2.2,,S. Kerr(39-33),S. Curry(9.0)
GSW,2019-20,NBA,Golden State Warriors,15,50,.231,5th of 5,-8.12,,100.3,0.0,105.2,-5.4,113.8,3.2,,S. Kerr(15-50),M. Chriss(3.4)
HOU,2025-26,NBA,Houston Rockets*,52,30,.634,2nd of 5,4.87,,96.1,-3.3,118.6,2.8,113.2,-2.6,Lost W. Conf. 1st Rnd.,I. Udoka(52-30),K. Durant(10.7)
HOU,2024-25,NBA,Houston Rockets*,52,30,.634,1st of 5,4.97,,98.6,-0.2,115.3,0.8,110.8,-3.7,Lost W. Conf. 1st Rnd.,I. Udoka(52-30),A. ÅengÃ¼n(8.3)
HOU,2023-24,NBA,Houston Rockets,41,41,.500,3rd of 5,1.24,,99.0,0.5,114.5,-0.8,113.4,-1.9,,I. Udoka(41-41),F. VanVleet(8.4)
HOU,2022-23,NBA,Houston Rockets,22,60,.268,4th of 5,-7.62,,99.0,-0.1,111.4,-3.4,119.3,4.5,,S. Silas(22-60),A. ÅengÃ¼n(5.2)
HOU,2021-22,NBA,Houston Rockets,20,62,.244,5th of 5,-8.26,,100.9,2.7,108.4,-3.6,116.7,4.7,,S. Silas(20-62),C. Wood(4.9)
HOU,2020-21,NBA,Houston Rockets,17,55,.236,5th of 5,-7.50,,101.4,2.2,107.1,-5.2,114.9,2.6,,S. Silas(17-55),J. Tate(3.8)
HOU,2019-20,NBA,Houston Rockets*,44,28,.611,1st of 5,3.13,,103.7,3.4,112.9,2.3,110.1,-0.5,Lost W. Conf. Semis,M. D'Antoni(44-28),J. Harden(13.1)
IND,2025-26,NBA,Indiana Pacers,19,63,.232,5th of 5,-7.64,,101.0,1.6,110.9,-4.9,118.8,3.0,,R. Carlisle(19-63),J. Huff(3.2)
IND,2024-25,NBA,Indiana Pacers*,50,32,.610,2nd of 5,1.68,,99.9,1.1,116.5,2.0,114.3,-0.2,Lost Finals,R. Carlisle(50-32),T. Haliburton(10.4)
IND,2023-24,NBA,Indiana Pacers*,47,35,.573,3rd of 5,2.75,,101.7,3.2,121.0,5.7,118.0,2.7,Lost E. Conf. Finals,R. Carlisle(47-35),T. Haliburton(9.0)
IND,2022-23,NBA,Indiana Pacers,35,47,.427,4th of 5,-2.91,,101.1,2.0,114.6,-0.2,117.7,2.9,,R. Carlisle(35-47),T. Haliburton(7.6)
IND,2021-22,NBA,Indiana Pacers,25,57,.305,4th of 5,-3.26,,98.0,-0.2,112.6,0.6,116.1,4.1,,R. Carlisle(25-57),D. Sabonis(5.7)
IND,2020-21,NBA,Indiana Pacers,34,38,.472,2nd of 5,-0.13,,101.6,2.4,112.4,0.1,112.4,0.1,,N. Bjorkgren(34-38),D. Sabonis(6.9)
IND,2019-20,NBA,Indiana Pacers*,45,28,.616,2nd of 5,1.63,,98.9,-1.4,110.0,-0.6,108.0,-2.6,Lost E. Conf. 1st Rnd.,N. McMillan(45-28),D. Sabonis(7.5)
LAC,2025-26,NBA,Los Angeles Clippers,42,40,.512,3rd of 5,0.96,,96.5,-2.9,117.3,1.5,116.1,0.3,,T. Lue(42-40),K. Leonard(9.2)
LAC,2024-25,NBA,Los Angeles Clippers*,50,32,.610,2nd of 5,4.84,,97.5,-1.3,115.1,0.6,110.3,-4.2,Lost W. Conf. 1st Rnd.,T. Lue(50-32),I. Zubac(11.7)
LAC,2023-24,NBA,Los Angeles Clippers*,51,31,.622,1st of 5,3.41,,97.2,-1.3,118.8,3.5,115.4,0.1,Lost W. Conf. 1st Rnd.,T. Lue(51-31),K. Leonard(8.9)
LAC,2022-23,NBA,Los Angeles Clippers*,44,38,.537,3rd of 5,0.31,,98.0,-1.1,115.0,0.2,114.5,-0.3,Lost W. Conf. 1st Rnd.,T. Lue(44-38),K. Leonard(7.1)
LAC,2021-22,NBA,Los Angeles Clippers,42,40,.512,3rd of 5,0.09,,98.0,-0.2,110.1,-1.9,110.1,-1.9,,T. Lue(42-40),I. Zubac(7.2)
LAC,2020-21,NBA,Los Angeles Clippers*,47,25,.653,2nd of 5,6.02,,96.9,-2.3,117.6,5.3,111.2,-1.1,Lost W. Conf. Finals,T. Lue(47-25),K. Leonard(8.8)
LAC,2019-20,NBA,Los Angeles Clippers*,49,23,.681,2nd of 5,6.66,,101.5,1.2,113.9,3.3,107.6,-3.0,Lost W. Conf. Semis,D. Rivers(49-23),K. Leonard(8.7)
LAL,2025-26,NBA,Los Angeles Lakers*,53,29,.646,1st of 5,1.68,,98.3,-1.1,118.2,2.4,116.4,0.6,Lost W. Conf. Semis,J. Redick(53-29),L. DonÄiÄ(9.5)
LAL,2024-25,NBA,Los Angeles Lakers*,50,32,.610,1st of 5,1.45,,97.6,-1.2,115.9,1.4,114.7,0.2,Lost W. Conf. 1st Rnd.,J. Redick(50-32),L. James(7.7)
LAL,2023-24,NBA,Los Angeles Lakers*,47,35,.573,3rd of 5,1.07,,100.9,2.4,115.9,0.6,115.3,0.0,Lost W. Conf. 1st Rnd.,D. Ham(47-35),A. Davis(11.8)
LAL,2022-23,NBA,Los Angeles Lakers*,43,39,.524,5th of 5,0.43,,101.3,2.2,114.5,-0.3,113.9,-0.9,Lost W. Conf. Finals,D. Ham(43-39),A. Davis(9.0)
LAL,2021-22,NBA,Los Angeles Lakers,33,49,.402,4th of 5,-3.08,,100.1,1.9,110.3,-1.7,113.3,1.3,,F. Vogel(33-49),L. James(7.5)
LAL,2020-21,NBA,Los Angeles Lakers*,42,30,.583,3rd of 5,2.77,,98.7,-0.5,109.9,-2.4,107.1,-5.2,Lost W. Conf. 1st Rnd.,F. Vogel(42-30),M. Harrell(7.3)
LAL,2019-20,NBA,Los Angeles Lakers*,52,19,.732,1st of 5,6.28,,100.9,0.6,112.0,1.4,106.3,-4.3,Won Finals,F. Vogel(52-19),A. Davis(11.1)
MEM,2025-26,NBA,Memphis Grizzlies,25,57,.305,5th of 5,-5.83,,101.3,1.9,112.9,-2.9,118.8,3.0,,T. Iisalo(25-57),C. Spencer(5.3)
MEM,2024-25,NBA,Memphis Grizzlies*,48,34,.585,2nd of 5,4.79,,103.3,4.5,117.7,3.2,113.0,-1.5,Lost W. Conf. 1st Rnd.,"T. Jenkins(44-29),T. Iisalo(4-5)",D. Bane(6.5)
MEM,2023-24,NBA,Memphis Grizzlies,27,55,.329,4th of 5,-6.57,,98.2,-0.3,107.2,-8.1,114.3,-1.0,,T. Jenkins(27-55),D. Bane(3.1)
MEM,2022-23,NBA,Memphis Grizzlies*,51,31,.622,1st of 5,3.60,,101.1,2.0,115.1,0.3,111.2,-3.6,Lost W. Conf. 1st Rnd.,T. Jenkins(51-31),J. Jackson(6.6)
MEM,2021-22,NBA,Memphis Grizzlies*,56,26,.683,1st of 5,5.37,,100.3,2.1,114.6,2.6,109.0,-3.0,Lost W. Conf. Semis,T. Jenkins(56-26),D. Bane(7.2)
MEM,2020-21,NBA,Memphis Grizzlies*,38,34,.528,2nd of 5,1.07,,100.4,1.2,112.0,-0.3,111.0,-1.3,Lost W. Conf. 1st Rnd.,T. Jenkins(38-34),J. ValanÄiÅ«nas(7.8)
MEM,2019-20,NBA,Memphis Grizzlies,34,39,.466,3rd of 5,-0.91,,102.8,2.5,109.2,-1.4,110.3,-0.3,,T. Jenkins(34-39),J. ValanÄiÅ«nas(7.0)
MIA,2025-26,NBA,Miami Heat,43,39,.524,4th of 5,2.35,,103.4,4.0,116.7,0.9,114.5,-1.3,,E. Spoelstra(43-39),B. Adebayo(6.4)
MIA,2024-25,NBA,Miami Heat*,37,45,.451,3rd of 5,0.11,,96.2,-2.6,113.5,-1.0,112.9,-1.6,Lost E. Conf. 1st Rnd.,E. Spoelstra(37-45),B. Adebayo(7.5)
MIA,2023-24,NBA,Miami Heat*,46,36,.561,2nd of 5,1.10,,96.2,-2.3,114.0,-1.3,112.2,-3.1,Lost E. Conf. 1st Rnd.,E. Spoelstra(46-36),J. Butler(9.1)
MIA,2022-23,NBA,Miami Heat*,44,38,.537,1st of 5,-0.13,,96.3,-2.8,113.0,-1.8,113.3,-1.5,Lost Finals,E. Spoelstra(44-38),J. Butler(12.3)
MIA,2021-22,NBA,Miami Heat*,53,29,.646,1st of 5,4.23,,95.9,-2.3,113.7,1.7,109.1,-2.9,Lost E. Conf. Finals,E. Spoelstra(53-29),J. Butler(9.2)
MIA,2020-21,NBA,Miami Heat*,40,32,.556,2nd of 5,-0.06,,96.6,-2.6,111.2,-1.1,111.2,-1.1,Lost E. Conf. 1st Rnd.,E. Spoelstra(40-32),J. Butler(9.3)
MIA,2019-20,NBA,Miami Heat*,44,29,.603,1st of 5,2.59,,98.3,-2.0,112.5,1.9,109.5,-1.1,Lost Finals,E. Spoelstra(44-29),J. Butler(9.0)
MIL,2025-26,NBA,Milwaukee Bucks,32,50,.390,3rd of 5,-6.12,,97.6,-1.8,112.9,-2.9,119.3,3.5,,D. Rivers(32-50),G. Antetokounmpo(5.0)
MIL,2024-25,NBA,Milwaukee Bucks*,48,34,.585,3rd of 5,2.12,,99.3,0.5,115.9,1.4,113.4,-1.1,Lost E. Conf. 1st Rnd.,D. Rivers(48-34),G. Antetokounmpo(11.5)
MIL,2023-24,NBA,Milwaukee Bucks*,49,33,.598,1st of 5,2.44,,99.9,1.4,118.4,3.1,115.8,0.5,Lost E. Conf. 1st Rnd.,"A. Griffin(30-13),J. Prunty(2-1),D. Rivers(17-19)",G. Antetokounmpo(13.2)
MIL,2022-23,NBA,Milwaukee Bucks*,58,24,.707,1st of 5,3.61,,100.5,1.4,115.4,0.6,111.9,-2.9,Lost E. Conf. 1st Rnd.,M. Budenholzer(58-24),G. Antetokounmpo(8.6)
MIL,2021-22,NBA,Milwaukee Bucks*,51,31,.622,1st of 5,3.22,,99.9,1.7,115.1,3.1,111.8,-0.2,Lost E. Conf. Semis,M. Budenholzer(51-31),G. Antetokounmpo(12.9)
MIL,2020-21,NBA,Milwaukee Bucks*,46,26,.639,1st of 5,5.57,,102.2,3.0,117.2,4.9,111.4,-0.9,Won Finals,M. Budenholzer(46-26),G. Antetokounmpo(10.2)
MIL,2019-20,NBA,Milwaukee Bucks*,56,17,.767,1st of 5,9.41,,105.1,4.8,112.4,1.8,102.9,-7.7,Lost E. Conf. Semis,M. Budenholzer(56-17),G. Antetokounmpo(11.1)
MIN,2025-26,NBA,Minnesota Timberwolves*,49,33,.598,3rd of 5,3.07,,100.5,1.1,116.8,1.0,113.5,-2.3,Lost W. Conf. Semis,C. Finch(49-33),R. Gobert(8.7)
MIN,2024-25,NBA,Minnesota Timberwolves*,49,33,.598,3rd of 5,5.15,,97.3,-1.5,116.6,2.1,111.5,-3.0,Lost W. Conf. Finals,C. Finch(49-33),R. Gobert(10.1)
MIN,2023-24,NBA,Minnesota Timberwolves*,56,26,.683,3rd of 5,6.39,,97.1,-1.4,115.6,0.3,109.0,-6.3,Lost W. Conf. Finals,C. Finch(56-26),R. Gobert(11.6)
MIN,2022-23,NBA,Minnesota Timberwolves*,42,40,.512,2nd of 5,-0.22,,101.0,1.9,113.7,-1.1,113.8,-1.0,Lost W. Conf. 1st Rnd.,C. Finch(42-40),R. Gobert(7.8)
MIN,2021-22,NBA,Minnesota Timberwolves*,46,36,.561,3rd of 5,2.53,,100.9,2.7,114.3,2.3,111.7,-0.3,Lost W. Conf. 1st Rnd.,C. Finch(46-36),K. Towns(10.3)
MIN,2020-21,NBA,Minnesota Timberwolves,23,49,.319,4th of 5,-5.25,,101.6,2.4,109.5,-2.8,115.0,2.7,,"R. Saunders(7-24),C. Finch(16-25)",K. Towns(5.4)
MIN,2019-20,NBA,Minnesota Timberwolves,19,45,.297,5th of 5,-4.02,,103.4,3.1,108.1,-2.5,112.2,1.6,,R. Saunders(19-45),K. Towns(5.1)
NOH,2025-26,NBA,New Orleans Pelicans,26,56,.317,3rd of 5,-4.26,,100.3,0.9,114.4,-1.4,118.9,3.1,,"W. Green(2-10),J. Borrego(24-46)",Z. Williamson(6.1)
NOH,2024-25,NBA,New Orleans Pelicans,21,61,.256,5th of 5,-8.59,,99.1,0.3,110.4,-4.1,119.9,5.4,,W. Green(21-61),Y. Missi(3.6)
NOH,2023-24,NBA,New Orleans Pelicans*,49,33,.598,2nd of 5,4.46,,97.9,-0.6,117.4,2.1,112.9,-2.4,Lost W. Conf. 1st Rnd.,W. Green(49-33),Z. Williamson(7.5)
NOH,2022-23,NBA,New Orleans Pelicans,42,40,.512,2nd of 5,1.63,,99.1,0.0,114.4,-0.4,112.5,-2.3,,W. Green(42-40),T. Murphy(7.6)
NOH,2021-22,NBA,New Orleans Pelicans*,36,46,.439,3rd of 5,-0.84,,97.2,-1.0,112.0,0.0,113.0,1.0,Lost W. Conf. 1st Rnd.,W. Green(36-46),J. ValanÄiÅ«nas(7.3)
NOH,2020-21,NBA,New Orleans Pelicans,31,41,.431,4th of 5,-0.20,,100.1,0.9,113.5,1.2,113.8,1.5,,S. Van Gundy(31-41),Z. Williamson(8.7)
NOH,2019-20,NBA,New Orleans Pelicans,30,42,.417,5th of 5,-0.55,,103.7,3.4,110.7,0.1,111.9,1.3,,A. Gentry(30-42),B. Ingram(5.1)
NYK,2025-26,NBA,New York Knicks*,53,29,.646,2nd of 5,6.05,,96.8,-2.6,119.8,4.0,113.3,-2.5,Won Finals,M. Brown(53-29),K. Towns(9.5)
NYK,2024-25,NBA,New York Knicks*,51,31,.622,2nd of 5,3.59,,96.7,-2.1,118.5,4.0,114.3,-0.2,Lost E. Conf. Finals,T. Thibodeau(51-31),K. Towns(10.1)
NYK,2023-24,NBA,New York Knicks*,50,32,.610,2nd of 5,4.36,,95.2,-3.3,118.2,2.9,113.4,-1.9,Lost E. Conf. Semis,T. Thibodeau(50-32),J. Brunson(11.2)
NYK,2022-23,NBA,New York Knicks*,47,35,.573,3rd of 5,2.99,,97.1,-2.0,117.8,3.0,114.8,0.0,Lost E. Conf. Semis,T. Thibodeau(47-35),J. Brunson(8.7)
NYK,2021-22,NBA,New York Knicks,37,45,.451,5th of 5,-0.01,,95.9,-2.3,110.4,-1.6,110.5,-1.5,,T. Thibodeau(37-45),M. Robinson(8.5)
NYK,2020-21,NBA,New York Knicks*,41,31,.569,3rd of 5,2.13,,95.9,-3.3,110.6,-1.7,108.2,-4.1,Lost E. Conf. 1st Rnd.,T. Thibodeau(41-31),J. Randle(7.8)
NYK,2019-20,NBA,New York Knicks,21,45,.318,5th of 5,-6.72,,98.6,-1.7,106.5,-4.1,113.0,2.4,,"D. Fizdale(4-18),M. Miller(17-27)",M. Robinson(6.8)
OKC,2025-26,NBA,Oklahoma City Thunder*,64,18,.780,1st of 5,11.04,,99.3,-0.1,118.9,3.1,107.7,-8.1,Lost W. Conf. Finals,M. Daigneault(64-18),S. Gilgeous-Alexander(15.2)
OKC,2024-25,NBA,Oklahoma City Thunder*,68,14,.829,1st of 5,12.70,,100.0,1.2,120.3,5.8,107.5,-7.0,Won Finals,M. Daigneault(68-14),S. Gilgeous-Alexander(16.7)
